ID	字头	级别	课标字表标记	低段字序	中低段字序	全段字序
3131	奸	e	表二	2795	2982	2939
3132	怠	e	表二	3129	3339	3427
3133	歧	e	表一	3389	3571	3302
3134	颖	e	表二	2717	3412	3421
3135	焉	e	表二	3400	3650	3245
3137	惋	e	表二	2822	3346	3504
3138	缚	e	表二	3366	3452	3301
3140	埂	e	表二	3310	3116	3539
3141	熙	e	表一	3098	3177	2890
3142	署	e	表一		3410	3411
3143	诀	e	表二	3055	2873	3113
3144	熔	e	表一	2811	3147	3194
3145	圃	e	表二	3075	3036	3352
3146	酥	e	表二		3501	3183
3147	窑	e	表二	2946	3307	2568
3149	尉	e	表二		2858	2640
3154	疫	e	表一	3336	3276	3274
3155	锹	e	表二	2443	3106	3287
3156	窥	e	表二	3348	3340	3431
3157	捅	e	表二		2909	2680
3159	篓	e	表二	2080	2716	3235
3161	耘	e	表二	3309	3112	3429
3162	筏	e	表二	2740	2310	2646
3163	缴	e	表二		3569	3250
3165	揍	e	表二	3125	3317	3053
3166	娱	e	表一	3178	3657	3356
3167	霹	e	表二		3666	3467
3168	雳	e	表二		3667	3468
3169	羚	d	表一	2123	2355	2494
3170	靡	e	表二	3346	3337	3403
3171	爵	e	表二	2524	3227	3138
3173	犀	e	表二	2546	2173	2654
3174	蒋	e	表一	3364	3449	3263
3177	沛	e	表二		3447	3227
3179	垮	e	表二	3147	3456	3355
3180	溃	e	表一		3654	3338
3181	愕	e	表二		3416	3464
3182	厕	e	表二	2828	3575	3346
3183	档	e	表二	2712	3290	3478
3184	陀	d		2120	2291	2447
3185	唬	e	表二	2958	3503	3258
3187	淳	e	表二		3330	3279
3188	乍	e	表二	3155	3515	3451
3189	窖	e	表二	2697	2983	2964
3190	芭	e	表二	1630	2345	2737
3192	奢	e	表二		3744	3184
3193	吏	e	表二	2445	3220	3047
3194	彤	e	表二	2415	2547	2864
3197	冉	e	表二	2521	3143	3162
3198	趋	e	表一	3391	3582	3432
3199	嫂	d	表一	2715	3382	2351
3201	歹	e	表二	3436	3839	2827
3202	茉	e	表二	2303	2776	2802
3206	彬	e	表二		2953	3055
3207	陨	e	表二	3253	2393	2678
3208	碾	d	表二	3386	3559	2353
3209	侄	e	表二	3345	3334	3299
3212	疚	e	表二		3457	3363
3213	呕	e	表二	3056	2900	3259
3216	譬	e	表一	3131	3347	3508
3217	聂	d	表二	2171	2234	2276
3218	辑	e	表一	3060	2933	3216
3219	荧	e	表二	3046	2813	3090
3220	蛤	e	表二	2520	3110	3389
3222	凸	e	表二		3448	3228
3223	馅	e	表二	3083	3092	2997
3224	悍	e	表二		3349	3513
3225	擂	e	表二	3306	3090	2989
3226	锈	e	表二		3511	3336
3228	馒	e	表二	2888	2714	3031
3231	酪	e	表二	1885	2228	2748
3233	芜	e	表二		3204	3459
3234	祀	e	表二		3738	2992
3235	轩	e	表二		3845	3230
3236	拭	e	表二		3335	3331
3238	淀	e	表一	2444	3178	2963
3239	褥	e	表二	3148	3459	3483
3240	丙	e	表一	2552	2325	2686
3241	悴	e	表二		3400	3304
3242	彰	e	表二	2720	3432	3764
3243	潘	e	表二		3022	3099
3244	伺	e	表二		3517	3516
3245	禀	e	表二	3392	3586	3511
3248	砚	e	表二	3080	3069	3398
3249	杠	e	表二	2943	3238	3349
3250	墟	e	表二	3296	3008	2714
3251	贸	e	表一		3150	3225
3252	悼	e	表二		3273	3210
3253	狈	e	表二	3440	3849	3433
3254	卒	e	表二	2942	3229	3168
3255	滞	e	表二		3852	3498
3257	庚	d	表二	1884	2222	2264
3260	坤	e	表二	3015	2532	2857
3262	媳	e	表一		2870	2945
3264	藕	e	表二	2808	3104	3270
3265	敛	e	表二		3513	3413
3266	憔	e	表二		3404	3332
3267	憎	e	表二		3853	3499
3271	鲫	e	表二	3096	3168	3655
3275	妃	e	表二		3751	3440
3276	歼	e	表二		3328	3248
3277	尧	e	表二	1928	2627	2847
3278	曙	e	表二	3394	3591	3569
3283	媒	e	表一		3568	3229
3284	黯	e	表二		3854	3524
3285	鳄	e	表一	2876	2606	2940
3286	泌	e	表一	3105	3197	3319
3288	揽	e	表二		3596	3613
3289	蚀	e	表一	3362	3415	3453
3290	谚	e	表二	2035	3035	3344
3292	袱	e	表二	2944	3280	3316
3293	蜀	e	表二	3374	3494	2974
3296	儒	e	表一		4000	3441
3297	耿	e	表二		2815	3124
3301	碳	e	表一		3096	3127
3302	肘	e	表二	3338	3294	3542
3304	鲨	e	表二	2772	2759	2819
3305	娲	d		2477	2237	2317
3306	薛	e	表二	3280	2850	3260
3307	屎	e	表二	2619	3243	3419
3308	屯	e	表二		3288	3435
3309	绎	e	表二	3156	3519	3565
3310	秤	e	表二	1256	2263	2746
3311	垄	e	表一		3668	3469
3313	墅	e	表二		2932	3176
3314	赌	e	表一	3315	3158	3372
3315	殃	e	表二		3522	3611
3318	撬	e	表二	3135	3361	3656
3320	蟆	e	表二	2522	3162	3446
3327	删	e	表二	3422	3756	3571
3328	纫	e	表二	3175	3648	2973
3331	饵	e	表二		3205	3460
3333	琉	e	表二	3106	3199	3369
3334	棺	e	表二	2952	3392	3148
3335	簿	e	表二	3176	3649	3204
3336	倡	e	表一		3669	3470
3341	崛	e	表二	2502	2742	3082
3343	缅	e	表二	2086	2874	3133
3345	斋	e	表二		3745	3309
3346	惦	e	表二		3597	3614
3348	卉	e	表二	3379	3526	3633
3349	轧	e	表二		3413	3437
3352	弘	e	表二	3489	4144	3434
3354	盟	e	表一		3109	3380
3355	汛	e	表二		3458	3466
3357	缆	e	表二		3296	3553
3359	詹	d		2190	3045	2109
3360	炬	e	表二	3187	3743	3171
3361	刁	e	表二	3174	3645	2784
3362	昧	e	表二		3753	3523
3363	冶	e	表一		3284	3361
3366	粟	e	表二	2789	2938	3393
3368	兹	e	表一	3324	3201	3374
3369	债	e	表一		3566	3212
3371	丸	e	表一	2820	3279	3314
3372	肮	e	表二	3368	3471	3632
3373	痪	e	表二	3179	3663	3428
3374	瞻	e	表二		3664	3439
3375	贮	e	表一		3350	3514
3376	剃	e	表二	2893	2788	3196
3379	垦	e	表二	3294	2995	3323
3382	驹	e	表二	1889	2602	2846
3384	肪	e	表一	2950	3363	3688
3385	硫	e	表一		3117	3601
3388	贱	e	表二		3455	3334
3389	掂	e	表二	3115	3241	3400
3390	舵	e	表二		3453	3305
3392	闺	e	表二		2821	3222
3393	瞭	e	表二	3339	3297	3595
3394	盹	e	表二	2960	3525	3628
3396	佗	d		1988	2231	2176
3397	褪	e	表二		3680	3560
3398	衙	e	表二		2842	2991
3399	坷	e	表二		3673	3517
3401	唆	e	表二	3144	3424	3564
3404	箕	e	表二	2956	3474	3654
3405	瞒	e	表二		3750	3415
3408	馈	e	表二		3602	3672
3409	疮	e	表二		3352	3554
3410	芹	e	表二	2083	2766	3187
3411	琐	e	表二		4006	3719
3413	靖	d	表二	2777	2822	2383
3416	辗	e	表二		3685	3675
3419	拗	e	表二	3442	3870	3695
3420	濒	e	表二		3358	3608
3421	膨	e	表一	3371	3482	3773
3424	漱	e	表二	2721	3520	3588
3425	筛	e	表二		3742	3160
3427	佣	e	表二	3316	3160	3430
3428	钞	e	表二	2709	3185	3068
3430	梗	e	表二		3651	3281
3432	鹦	e	表二	2917	2999	3424
3434	砾	e	表二		3674	3518
3436	癌	e	表一		3675	3519
3437	瞩	e	表二		3869	3677
3438	肇	e	表二		3417	3465
3439	诡	e	表二	3421	3755	3547
3442	蹋	e	表二		3298	3604
3447	鄂	e	表二	3168	3611	3769
3448	斟	e	表二	3408	3682	3597
3449	剿	e	表二	3154	3512	3401
3451	瓤	e	表二	2371	3425	3585
3452	颓	e	表二		3427	3637
3453	箫	e	表二	3405	3665	3454
3456	羿	d		1590	2316	2323
3457	鹉	e	表二	2918	3000	3448
3458	锚	e	表二	2523	3209	3625
3462	菱	e	表二	3376	3498	3122
3463	唠	e	表二	2829	3585	3505
3467	鳍	e	表二		3735	2744
3470	帷	e	表二	3491	4148	3512
3471	忱	e	表二	3169	3614	3815
3472	馁	e	表二		3770	3793
3473	迢	e	表二	3153	3500	3170
3475	烙	e	表二	2617	3195	3238
3479	捻	e	表二	3425	3774	3823
3480	侣	e	表二		3858	3580
3481	蔗	e	表二	2625	3548	3915
3482	槽	e	表一	3420	3748	3378
3483	沦	e	表二		3859	3618
3484	秉	e	表二		4149	3527
3485	吝	e	表二	3410	3689	3735
3488	耙	e	表二	3409	3686	3694
3489	跛	e	表二	2938	3207	3562
3490	洽	e	表二		3687	3705
3493	赦	e	表二		3534	3787
3494	钝	e	表二		3619	3871
3497	贬	e	表二	3180	3681	3566
3503	庇	e	表二	2834	3754	3535
3506	淑	e	表二		3763	3707
3508	鲍	e	表二	2931	3126	2807
3509	瘾	e	表二		3607	3747
3510	娟	e	表二	3388	3570	3276
3511	邑	e	表二	3393	3587	3545
3513	谭	e	表二	2959	3507	3292
3516	募	e	表二		3325	3226
3517	禄	e	表二		3405	3333
3520	亢	e	表二	3444	3886	3776
3528	匾	e	表二	3403	3660	3377
3531	糯	e	表二	2831	3622	3916
3533	匿	e	表二		3871	3711
3535	芋	e	表二	3397	3626	3926
3537	酵	e	表二	2968	3606	3732
3538	逾	e	表二	3427	3781	3860
3539	迂	e	表二	3424	3767	3736
3540	碱	e	表一		3676	3520
3546	涤	e	表二		3605	3704
3547	疤	e	表二		2787	3154
3548	侠	e	表二	3487	4141	3326
3551	秽	e	表二	3446	3896	3861
3552	谴	e	表二		3782	3879
3554	夭	e	表二		3421	3492
3555	梆	e	表二	3162	3581	3402
3556	肋	e	表二	3351	3365	3692
3559	颅	e	表二		3540	3831
3560	灸	e	表二	2835	3772	3813
3563	姊	e	表二	3212	4173	3817
3565	蝗	e	表二	3380	3532	3734
3566	芯	e	表二	3328	3246	3541
3567	磷	e	表一		3366	3697
3568	涣	e	表二	2139	3115	3502
3569	宪	e	表一	3347	3338	3404
3570	瘪	e	表二		3683	3642
3573	瘤	e	表一		3697	3837
3575	鸵	e	表二	2526	3470	3586
3582	韭	e	表二	2973	3793	3972
3589	腋	e	表二		3873	3713
3592	噩	e	表二		3898	3886
3593	辐	e	表一		3700	3874
3594	撰	e	表二		4012	3756
3595	堕	e	表二	3488	4143	3408
3599	晏	d		2068	2439	2242
3602	迄	e	表二		3701	3875
3605	羔	e	表二		3362	3667
3607	皿	e	表二	3441	3868	3662
3609	蜈	e	表二	2839	3879	3730
3610	蚣	e	表二	2840	3880	3731
3616	烹	e	表二	3370	3478	3693
3620	蛀	e	表二	3182	3712	3976
3623	券	e	表一	3493	4163	3739
3624	茬	e	表二	3465	4010	3737
3628	磊	e	表二	1927	2607	3028
3629	寥	e	表二		3863	3646
3630	狰	e	表二		4018	3848
3636	枢	e	表一		3889	3796
3637	镐	e	表二		4007	3720
3643	衅	e	表二		3550	3942
3649	禅	e	表二		3856	3526
3654	溯	e	表二	3449	3904	3933
3657	闽	e	表二		3899	3887
3659	鹏	e	表一		4003	3581
3661	斌	e	表二		4032	3958
3662	弛	e	表二		3906	3954
3663	滤	e	表一	2826	3506	3289
3664	迭	e	表二		3874	3714
3665	寅	e	表二	2979	3901	3919
3667	皓	e	表二		3708	3949
3671	瘟	e	表二		3245	3462
3672	骡	e	表二		3841	2960
3673	贷	e	表二		3690	3749
3674	垢	e	表二		3702	3876
3675	晦	e	表二		4160	3679
3676	丐	e	表二		2758	2809
3677	崔	e	表二		2608	3076
3681	殴	e	表二		4157	3650
3683	畸	e	表二		3684	3643
3684	姻	e	表二		4164	3758
3686	栓	e	表二		3431	3743
3688	痰	e	表二	3116	3252	3733
3690	吒	d		1650	1745	2227
3692	痹	e	表二		3709	3950
3695	闸	e	表二		3860	3619
3697	桓	d		1945	2054	2253
3699	讳	e	表二	3211	4167	3770
3703	隋	e	表二		3840	2931
3706	舶	e	表二		3703	3877
3707	曝	e	表二		3882	3753
3708	璧	d	表二		3119	1994
3709	玷	e	表二		4037	4009
3712	辙	e	表二	2957	3487	3918
3718	瑜	d			3381	2117
3720	檀	e	表二		3620	3872
3729	谬	e	表二		4175	3851
3731	樟	e	表二	3122	3303	3690
3733	遏	e	表二	3470	4035	3986
3734	辖	e	表一	3445	3887	3777
3736	矢	e	表二	3325	3208	3594
3738	榨	e	表二		3778	3841
3742	秸	e	表二		3783	3880
3748	栈	e	表二		4374	3761
3749	蜕	e	表二		3466	3556
3751	荤	e	表二	3171	3624	3921
3757	俑	d		3281	2852	2259
3761	阀	e	表一		3875	3715
3763	懦	e	表二		3300	3666
3765	氢	e	表一		3907	3955
3767	臊	e	表二	3471	4036	3987
3768	函	e	表一	3430	3797	3982
3769	弊	e	表二		4383	3965
3770	殉	e	表二		4386	4017
3771	鸳	e	表二	3381	3537	3819
3772	鸯	e	表二	3382	3538	3820
3780	佐	e	表二	3431	3798	3983
3781	巩	e	表一	3193	3902	3923
3785	瞳	e	表二	3190	3796	3978
3794	祠	e	表二		3998	3266
3797	鲧	d		2791	2968	2476
3800	痊	e	表二		3914	3999
3804	阎	e	表二		4154	3583
3805	兢	e	表二		3677	3521
3808	椎	e	表二		3894	3846
3813	侈	e	表二		4034	3960
3819	溺	e	表二		3784	3881
3820	戎	e	表二	3423	3761	3661
3826	醇	e	表一		4195	4069
3830	抠	e	表二		3628	3943
3831	匕	e	表二	3494	4183	3935
3832	簧	e	表二	3192	3867	3658
3838	咋	e	表二	3495	4184	3936
3839	滇	e	表二	3453	3926	4038
3845	恃	e	表二		4370	3622
3846	藉	e	表二		3865	3648
3863	亥	e	表二	3492	4159	3663
3867	泵	e	表二		4044	4061
3875	羹	e	表二		3788	3885
3888	椿	e	表二	2723	3699	3857
3891	徙	e	表二		3718	4048
3892	誊	e	表二		4216	4208
3894	窒	e	表二		4206	4145
3895	渤	e	表二		3765	3709
3896	酌	e	表二		4171	3804
3897	笙	e	表二		3999	3267
3899	兑	e	表二		4055	4135
3908	渲	e	表二		3918	4003
3910	祟	e	表二		3299	3605
3912	扼	e	表二		4045	4062
3914	糠	e	表二		3488	3941
3918	税	e	表一		4190	4013
3919	苛	e	表二		4207	4146
3927	荔	e	表二	3438	3844	3153
3928	铝	e	表一		4056	4136
3929	婿	e	表二		4026	3894
3938	诬	e	表二		3919	4004
3947	蔺	d			3259	1596
3949	汰	e	表二		3807	4052
3954	啤	e	表二		4393	4078
3958	甥	e	表二		4166	3760
3963	柠	e	表二	2823	3435	3810
3964	檬	e	表二	2824	3436	3811
3967	蚤	e	表二	3411	3696	3822
3970	苑	e	表二	3300	3039	3567
3977	猖	e	表二		4218	4210
3987	隅	e	表二		3920	4005
3989	蹂	e	表二			4164
3990	躏	e	表二			4165
3999	沪	e	表二	3207	4082	4332
4000	嗜	e	表二		4407	4156
4001	纬	e	表一			3682
4004	靶	e	表二		3533	3746
4009	粹	e	表二		4416	4217
4019	咨	e	表二	3349	3355	3596
4021	豺	e	表二	2369	3370	3763
4026	镑	e	表二		4060	4140
4027	恤	e	表二		3964	4266
4028	坯	e	表二		3698	3838
4036	踊	e	表二		3952	4201
4044	酝	e	表二		4388	4019
4045	闰	d	表二		3558	2296
4048	涝	e	表二		4072	4275
4057	藐	e	表二		4384	3966
4060	涮	e	表二		3710	3951
4062	侥	e	表二		3942	4130
4066	揩	e	表二		4417	4218
4072	淫	e	表二			4090
4083	庵	e	表二		4222	4214
4092	皖	e	表二		4380	3906
4096	庶	e	表二		4408	4157
4104	姚	e	表二		4430	4298
4106	幌	e	表二		4431	4299
4109	贻	e	表二	3517	4441	4340
4110	腺	e	表一	3198	3960	4249
4130	孽	e	表二		4419	4220
4135	柬	e	表二		3711	3952
4146	氓	e	表二			4023
4151	卦	e	表二		4180	3902
4152	宦	e	表二		4432	4300
4155	臼	e	表二	3434	3812	4112
4159	赡	e	表二		3968	4270
4163	粤	e	表二		4234	4289
4166	赣	e	表二			3908
4176	竣	e	表二		4030	3898
4177	焊	e	表二		4075	4278
4181	赎	e	表二		4235	4290
4183	巳	e	表二	3499	4280	4564
4184	舆	e	表二		4246	4379
4187	铐	e	表二		4448	4390
4191	蝎	e	表二		3604	3674
4192	疟	e	表二		4093	4366
4205	胚	e	表一		4421	4222
4216	囤	e	表二		4076	4279
4218	褒	e	表二		4094	4367
4223	卤	e	表二		4260	4466
4229	缔	e	表二		4104	4456
4233	钙	e	表一			4410
4235	堰	e	表二	2984	4052	4105
4240	臀	e	表二		3975	4355
4264	脓	e	表二		4472	4483
4270	忿	e	表二		3976	4356
4273	贰	e	表二	3208	4114	4553
4283	黔	e	表二		4263	4469
4289	戌	e	表二	3518	4442	4341
4291	谍	e	表二		4437	4305
4306	埠	e	表二	3463	3974	4335
4316	沽	e	表二		4266	4472
4326	渝	e	表二		4268	4474
4338	馍	e	表二		4238	4293
4340	桔	e	表二		3831	4347
4352	脐	e	表二		4282	4588
4369	柑	e	表二			4171
4372	谤	e	表二			4504
4382	硅	e	表一		4497	4605
4385	鳖	e	表二		3434	3786
4386	钾	e	表一		3986	4449
4389	榔	e	表二	3216	4225	4252
4394	咄	e	表二			4092
4403	贿	e	表二		4320	4743
4422	戊	e	表二	2844	3958	4246
4432	肾	e	表一		3640	4119
4455	唁	e	表二			4172
4464	淆	e	表二	3554	4593	4935
4466	碘	e	表二	3510	4382	3937
4490	拷	e	表二		4273	4479
4496	捍	e	表二		4482	4493
4507	僚	e	表一			4512
4510	癣	e	表二		4275	4481
4516	缉	e	表二			4319
4532	氮	e	表一		3833	4349
4547	彪	e	表二			4320
4549	赘	e	表二		4486	4497
4551	讹	e	表二		4487	4498
4561	隘	e	表二		4522	4630
4597	夯	e	表二			4661
4599	紊	e	表二			4662
4601	诽	e	表二			4663
4605	睐	e	表二			4667
4618	煽	e	表二		4552	4786
4628	冗	e	表二			4672
4636	佃	e	表二			4097
4637	卯	e	表二	3556	4595	4937
4638	酉	e	表二	3557	4596	4938
4651	壹	e	表二	3233	4304	4714
4652	叁	e	表二	3234	4305	4715
4653	柒	e	表二	3224	4279	4558
4654	捌	e	表二	3235	4306	4716
4655	玖	e	表二	3236	4307	4717
4699	悖	e	表二		4561	4795
4749	酗	e	表二		4577	4811
4810	娄	e	表二			4323
4817	谆	e	表二			4533
4852	痢	e	表二			4692
4855	氯	e	表一			3911
4875	芥	e	表二		4640	4982
4940	疹	e	表二		4659	5001
5000	氨	e	表一		4358	4781
5001	锌	e	表二		4692	5034
5054	钠	e	表一			4428
5136	赁	e	表二			5160
5225	胰	e	表二			5225
5269	锰	e	表二			5258
5329	篡	e	表二			5303
5337	阐	e	表二			
5338	畴	e	表二			
5339	痘	e	表二			
5340	矾	e	表二			
5341	肛	e	表二			
5342	汞	e	表二			
5343	癸	e	表二			
5344	妓	e	表二			
5345	馏	e	表二			
5346	赂	e	表二			
5347	壬	e	表二			
5348	讼	e	表二			
5349	赃	e	表二			
合计	3539	3539	3500	3141	3497	3526
